#{"t_start": 1768227142.6759908, "env_id": "None"}
r,l,t
-124.24316,200,3034.552898
-126.37769,200,3045.329859
-117.480446,200,3056.185665
-247.48447,200,3066.491373
-7.9448085,200,3075.750612
-121.44341,200,3084.699204
-2.0208237,200,3093.730336
-123.62702,200,3102.673784
-230.91724,200,3111.632974
-123.38212,200,3120.59187
-126.63256,200,3129.376781
-121.424736,200,3138.460186
-243.62209,200,3147.420221
-121.72637,200,3157.537144
-122.22614,200,3166.40641
-1.1873709,200,3175.516403
-126.20684,200,3184.441483
-0.758096,200,3193.322025
-125.99049,200,3202.206519
-334.21512,200,3211.163204
-233.90468,200,3220.147717
-120.94584,200,3229.085026
-245.59334,200,3237.461527
-121.57375,200,3246.763714
-123.23695,200,3255.767956
-0.7056207,200,3264.89974
-233.04283,200,3273.865916
-114.611374,200,3282.155875
-113.23798,200,3290.558005
-246.65898,200,3300.350824
-117.82065,200,3310.126494
-125.022064,200,3318.331097
-123.67161,200,3325.812017
-118.3563,200,3333.169368
-124.36076,200,3340.516947
-1.1262381,200,3348.106189
-122.13406,200,3355.490309
-125.22909,200,3362.906932
-126.07823,200,3370.287904
-126.60421,200,3377.903593
-125.04137,200,3385.287627
-243.97128,200,3392.682157
-232.30238,200,3400.056243
-125.27991,200,3407.598018
-117.93434,200,3415.007404
-1.6361346,200,3422.398393
-238.48148,200,3429.854084
-117.13456,200,3437.641873
-0.6093632,200,3445.233862
-2.6157882,200,3453.186605
-118.43557,200,3461.98627
-124.108986,200,3471.107326
-251.15753,200,3479.999751
-124.22705,200,3488.848803
-126.78608,200,3497.940107
-246.11592,200,3506.757756
-237.66405,200,3515.679045
-117.20362,200,3524.191457
-227.58026,200,3533.391718
-234.90747,200,3542.201202
-120.56338,200,3549.796914
-123.26191,200,3557.508054
-122.46534,200,3564.926259
