#{"t_start": 1768236100.5253232, "env_id": "None"}
r,l,t
1.8333334,8,51.106863
1.8333334,8,51.142896
1.8333334,7,51.168917
1.8333334,8,51.20394
1.8333334,8,51.228468
1.8333334,9,51.270527
1.8333334,6,51.293657
1.8333334,6,51.310175
1.8333334,6,51.330688
1.8333334,6,51.358206
1.8333334,8,51.396738
1.8333334,10,51.440273
1.8333334,6,51.465291
1.8333334,7,51.497313
1.8333334,6,51.523835
1.8333334,6,51.546367
1.8333334,6,51.564385
1.8333334,6,51.581396
1.8333334,6,51.597917
1.8333334,6,51.614935
1.8333334,6,51.635451
1.8333334,6,51.659469
-0.8333333,2,51.668976
1.8333334,7,51.697494
1.8333334,6,51.716513
1.8333334,6,51.733032
1.8333334,6,51.751548
